current_temperature,target_temperature,humidity,heater_speed
22.17,26.0,48.94,33.96
23.9,26.0,69.44,19.93
20.51,26.0,66.03,41.96
19.62,26.0,63.22,53.48
19.19,26.0,72.68,54.81
22.25,26.0,45.67,38.42
15.22,26.0,55.84,81.48
26.21,26.0,76.1,2.33
24.99,26.0,81.4,13.13
17.59,26.0,62.53,62.36
21.26,26.0,48.26,44.98
14.26,26.0,76.95,87.86
27.56,26.0,80.41,0.0
26.45,26.0,61.55,1.58
26.75,26.0,54.73,0.0
17.31,26.0,46.76,69.46
14.71,26.0,68.64,84.04
15.39,26.0,81.39,74.46
13.44,26.0,72.12,94.55
13.92,26.0,57.69,91.53
13.14,26.0,70.72,88.84
27.84,26.0,78.28,0.0
13.18,26.0,64.03,93.28
14.12,26.0,77.79,80.91
25.24,26.0,60.68,5.61
21.28,26.0,58.94,45.35
24.39,26.0,68.32,22.18
22.09,26.0,63.59,37.41
26.11,26.0,84.08,0.0
22.22,26.0,65.66,37.11
20.35,26.0,60.41,48.59
23.4,26.0,60.8,25.23
19.16,26.0,66.92,56.09
17.54,26.0,59.2,68.52
19.48,26.0,73.92,48.68
14.72,26.0,60.23,86.61
24.75,26.0,60.37,18.09
16.17,26.0,69.68,72.62
14.46,26.0,47.43,86.76
15.94,26.0,71.21,76.23
25.47,26.0,65.2,3.88
17.28,26.0,63.12,62.49
22.98,26.0,73.77,30.72
25.7,26.0,75.33,2.13
13.24,26.0,78.85,89.9
24.24,26.0,59.99,15.19
16.92,26.0,58.08,74.62
15.47,26.0,73.57,80.16
23.02,26.0,68.27,25.81
26.56,26.0,70.27,0.33
16.72,26.0,67.22,68.97
21.1,26.0,75.91,42.06
16.64,26.0,52.6,73.46
20.87,26.0,67.23,42.8
21.95,26.0,51.32,36.54
21.77,26.0,61.29,39.11
21.98,26.0,71.56,34.05
14.16,26.0,64.72,88.34
23.1,26.0,60.18,23.06
22.8,26.0,80.4,36.61
22.92,26.0,75.91,26.0
13.19,26.0,66.05,93.27
19.15,26.0,83.0,54.49
18.54,26.0,61.97,57.45
13.39,26.0,76.52,89.43
15.56,26.0,51.72,80.0
19.06,26.0,56.43,52.85
23.89,26.0,58.52,21.84
15.79,26.0,49.23,73.08
25.28,26.0,65.07,14.2
20.73,26.0,52.69,47.41
24.17,26.0,70.37,19.81
19.56,26.0,52.6,46.88
19.99,26.0,49.94,47.45
21.92,26.0,83.76,38.64
26.85,26.0,71.33,0.08
19.87,26.0,82.46,52.02
20.46,26.0,64.6,49.15
21.63,26.0,46.34,40.38
23.8,26.0,67.97,17.65
13.15,26.0,67.33,96.03
20.25,26.0,45.6,44.9
19.71,26.0,79.45,44.99
26.75,26.0,69.8,2.1
19.9,26.0,74.79,51.83
19.49,26.0,64.76,51.96
27.4,26.0,69.74,0.7
19.21,26.0,55.3,55.06
14.89,26.0,83.95,75.08
15.47,26.0,61.03,76.77
13.52,26.0,51.49,90.95
12.01,26.0,47.24,98.58
18.91,26.0,70.45,53.7
24.31,26.0,84.34,12.17
23.74,26.0,80.83,22.61
12.51,26.0,73.08,97.62
21.12,26.0,84.62,34.7
14.47,26.0,73.91,82.25
27.06,26.0,58.57,0.44
14.68,26.0,69.05,79.38
22.03,26.0,48.19,36.93
17.22,26.0,53.87,69.13
22.26,26.0,61.7,36.57
18.6,26.0,53.07,60.61
24.15,26.0,83.14,15.71
15.69,26.0,84.82,74.27
26.49,26.0,59.84,0.0
20.0,26.0,73.37,47.51
24.1,26.0,61.31,13.85
25.6,26.0,50.58,9.41
27.98,26.0,58.48,0.0
15.58,26.0,54.33,75.78
16.59,26.0,58.12,71.27
16.01,26.0,53.6,76.01
16.21,26.0,49.49,72.05
21.32,26.0,53.7,33.76
27.9,26.0,81.23,0.31
27.84,26.0,48.41,0.0
20.43,26.0,57.99,41.29
22.22,26.0,66.14,33.37
25.76,26.0,59.18,7.27
26.93,26.0,65.7,0.0
15.26,26.0,46.74,82.29
20.46,26.0,70.94,38.52
25.33,26.0,67.54,10.06
16.85,26.0,72.24,69.16
19.04,26.0,67.69,56.42
27.77,26.0,62.52,0.0
27.76,26.0,59.01,0.13
26.5,26.0,54.06,0.5
24.78,26.0,65.0,8.92
16.31,26.0,46.04,77.64
17.13,26.0,58.13,68.85
20.76,26.0,72.11,38.53
20.97,26.0,49.35,38.22
20.09,26.0,47.52,48.5
22.19,26.0,71.09,28.34
18.53,26.0,60.91,60.91
23.99,26.0,77.07,17.33
17.34,26.0,82.49,61.98
17.29,26.0,83.28,61.7
14.04,26.0,62.02,88.94
15.02,26.0,55.57,83.03
25.61,26.0,69.34,5.45
19.14,26.0,70.13,54.6
15.65,26.0,69.89,76.37
24.15,26.0,57.87,14.55
20.86,26.0,47.55,41.57
12.34,26.0,53.4,98.83
17.06,26.0,51.18,77.41
14.83,26.0,49.96,80.28
22.49,26.0,82.05,28.31
16.4,26.0,45.55,75.73
13.04,26.0,69.07,91.83
12.88,26.0,82.9,95.01
21.31,26.0,59.4,38.85
12.35,26.0,66.08,96.85
25.58,26.0,72.83,7.84
14.49,26.0,57.69,92.26
21.71,26.0,64.11,41.62
19.12,26.0,77.68,52.84
19.09,26.0,74.81,53.65
13.15,26.0,77.34,90.85
24.84,26.0,84.49,12.05
26.29,26.0,59.81,2.12
12.18,26.0,74.88,100.0
14.86,26.0,69.11,82.41
26.46,26.0,71.66,0.59
20.79,26.0,74.59,37.87
14.4,26.0,74.99,83.74
15.24,26.0,80.43,70.83
22.56,26.0,58.97,28.66
23.6,26.0,71.14,20.11
21.59,26.0,56.21,39.12
27.25,26.0,68.78,1.91
19.91,26.0,75.05,50.33
16.8,26.0,76.64,73.4
19.64,26.0,61.8,53.75
17.75,26.0,65.35,67.66
15.59,26.0,58.35,85.27
12.74,26.0,51.76,95.48
17.64,26.0,55.42,62.99
23.38,26.0,81.49,25.59
12.3,26.0,57.36,99.69
19.03,26.0,83.99,53.97
22.3,26.0,54.66,32.03
21.77,26.0,73.92,33.45
24.43,26.0,67.96,21.18
24.97,26.0,72.87,6.88
23.39,26.0,70.76,26.13
13.64,26.0,73.27,90.27
19.6,26.0,81.22,44.21
21.65,26.0,67.54,33.9
15.93,26.0,47.71,75.87
12.68,26.0,55.83,99.58
15.58,26.0,73.33,75.24
19.28,26.0,64.76,53.32
18.62,26.0,66.94,52.68
14.83,26.0,68.86,90.06
25.19,26.0,60.31,9.2
26.81,26.0,75.96,1.93
15.22,26.0,73.94,76.74
26.87,26.0,73.57,0.59
12.29,26.0,73.61,100.0
26.8,26.0,80.61,1.75
27.23,26.0,68.82,0.87
12.19,26.0,83.68,90.89
24.21,26.0,49.77,16.53
27.52,26.0,70.28,0.0
26.49,26.0,73.68,0.0
27.53,26.0,64.09,0.0
20.81,26.0,56.53,34.8
13.25,26.0,67.0,90.88
25.6,26.0,59.59,4.64
21.82,26.0,81.36,29.85
21.84,26.0,59.27,41.38
18.68,26.0,52.03,57.07
21.15,26.0,68.06,39.54
14.46,26.0,60.84,83.5
23.84,26.0,48.84,20.83
13.2,26.0,67.59,96.76
23.68,26.0,66.51,30.32
25.58,26.0,51.93,7.78
19.56,26.0,68.91,55.09
20.16,26.0,67.69,53.33
17.0,26.0,75.94,68.09
27.51,26.0,59.46,2.1
23.73,26.0,54.95,24.5
17.9,26.0,83.05,61.02
14.8,26.0,67.45,83.56
15.51,26.0,46.09,74.81
19.42,26.0,77.83,52.29
27.08,26.0,52.87,0.08
23.75,26.0,76.44,15.0
15.44,26.0,73.21,78.05
25.75,26.0,83.75,0.0
18.05,26.0,83.62,59.48
25.63,26.0,55.98,5.15
15.87,26.0,75.66,74.99
21.9,26.0,57.67,32.57
26.83,26.0,70.17,1.29
16.13,26.0,68.91,73.43
23.09,26.0,47.18,28.82
27.8,26.0,45.21,1.47
14.41,26.0,47.31,87.56
13.41,26.0,50.12,97.9
22.79,26.0,55.31,32.57
17.44,26.0,81.28,60.92
13.14,26.0,65.75,90.99
19.6,26.0,76.88,46.7
24.06,26.0,78.53,15.83
16.56,26.0,74.4,65.28
17.36,26.0,60.66,66.44
25.53,26.0,79.55,7.63
20.32,26.0,74.68,42.8
25.48,26.0,74.73,5.62
19.14,26.0,81.06,52.0
27.25,26.0,68.95,0.0
22.41,26.0,66.14,29.22
13.85,26.0,80.61,83.84
26.16,26.0,63.18,0.0
19.83,26.0,77.46,44.62
14.27,26.0,47.15,90.99
14.44,26.0,45.05,87.88
23.0,26.0,66.13,27.13
12.76,26.0,47.94,100.0
16.59,26.0,84.06,73.31
14.24,26.0,45.22,83.9
19.06,26.0,73.73,56.4
18.63,26.0,54.74,59.94
20.35,26.0,83.7,42.9
16.47,26.0,60.26,73.92
12.51,26.0,46.09,94.5
21.83,26.0,46.08,42.19
17.98,26.0,67.13,63.82
22.42,26.0,84.47,27.12
13.74,26.0,84.19,83.86
12.22,26.0,58.49,93.98
15.97,26.0,64.31,74.31
19.3,26.0,49.02,53.44
18.31,26.0,65.89,55.38
24.96,26.0,68.99,13.56
18.05,26.0,55.04,67.55
20.49,26.0,69.48,44.78
21.5,26.0,80.99,35.85
12.35,26.0,45.04,100.0
20.24,26.0,54.16,47.94
17.52,26.0,53.4,63.05
18.74,26.0,49.96,56.66
13.6,26.0,51.64,91.54
24.53,26.0,70.04,15.48
27.08,26.0,49.11,1.39
12.36,26.0,74.54,96.7
21.62,26.0,80.48,30.74
24.22,26.0,82.06,19.05
16.56,26.0,71.41,70.65
24.6,26.0,52.9,23.39
22.12,26.0,48.41,33.37
26.87,26.0,54.28,0.0
27.7,26.0,83.48,0.56
12.68,26.0,83.49,93.0
19.12,26.0,60.28,54.96
20.75,26.0,58.03,40.58
14.35,26.0,65.4,90.83
17.38,26.0,56.67,63.26
27.8,26.0,84.19,0.0
12.26,26.0,53.85,98.96
19.24,26.0,59.77,53.76
25.48,26.0,62.17,1.11
17.18,26.0,50.0,74.23
19.68,26.0,60.31,50.39
27.65,26.0,79.27,0.61
19.6,26.0,50.61,57.29
14.09,26.0,68.36,84.78
12.83,26.0,61.27,96.83
27.13,26.0,51.82,1.83
16.25,26.0,45.49,78.03
20.07,26.0,55.93,41.4
13.45,26.0,47.47,96.75
18.78,26.0,60.07,57.18
26.88,26.0,77.41,0.0
20.04,26.0,73.79,47.17
27.54,26.0,82.9,1.72
16.14,26.0,62.08,75.33
20.07,26.0,73.31,42.59
25.75,26.0,71.61,2.2
19.17,26.0,53.68,56.09
16.47,26.0,57.14,76.99
25.69,26.0,66.19,1.07
18.24,26.0,76.87,64.21
20.49,26.0,63.47,48.71
27.62,26.0,54.11,1.91
14.98,26.0,84.74,74.47
16.82,26.0,49.62,66.94
12.5,26.0,83.24,94.39
18.27,26.0,77.36,56.29
15.2,26.0,78.56,82.21
22.88,26.0,76.8,24.87
14.9,26.0,53.33,80.85
22.8,26.0,70.3,29.06
16.22,26.0,75.27,69.83
17.68,26.0,74.83,63.0
17.58,26.0,55.86,69.53
23.47,26.0,52.24,24.38
19.46,26.0,58.12,53.48
17.78,26.0,64.19,64.41
25.64,26.0,67.95,0.0
21.15,26.0,78.48,40.88
15.42,26.0,75.76,77.67
26.4,26.0,72.05,0.53
17.48,26.0,55.54,68.91
12.62,26.0,64.16,95.66
19.91,26.0,58.42,53.52
13.98,26.0,54.4,88.66
15.82,26.0,45.41,80.16
23.95,26.0,58.58,18.66
14.09,26.0,55.24,90.46
24.91,26.0,67.88,10.03
26.99,26.0,47.49,0.0
21.7,26.0,55.82,44.36
23.37,26.0,46.79,28.11
23.42,26.0,70.66,28.9
27.88,26.0,67.73,0.47
17.46,26.0,58.5,61.54
14.61,26.0,50.89,85.18
20.31,26.0,83.32,44.98
20.53,26.0,68.38,43.98
14.85,26.0,72.16,75.5
21.81,26.0,66.25,39.81
12.23,26.0,77.26,100.0
26.84,26.0,80.86,0.3
16.23,26.0,60.31,78.12
12.63,26.0,72.6,95.47
13.73,26.0,54.2,88.36
15.84,26.0,71.07,75.45
16.38,26.0,60.97,80.63
12.52,26.0,45.27,99.39
16.47,26.0,83.22,67.9
15.09,26.0,79.74,82.41
18.06,26.0,56.63,66.91
18.16,26.0,84.91,55.67
17.42,26.0,57.69,65.98
17.25,26.0,63.35,65.55
13.44,26.0,79.05,88.89
12.4,26.0,57.18,100.0
15.23,26.0,63.02,77.49
24.11,26.0,71.62,21.83
27.85,26.0,50.22,0.0
26.86,26.0,61.89,2.49
20.07,26.0,57.38,50.05
20.51,26.0,72.07,44.15
17.03,26.0,50.44,72.48
24.38,26.0,54.31,15.13
24.24,26.0,73.46,10.62
25.51,26.0,51.25,5.12
26.33,26.0,61.88,0.82
18.95,26.0,73.52,49.29
24.27,26.0,75.62,16.29
24.9,26.0,48.8,4.62
16.94,26.0,79.08,65.95
26.87,26.0,73.96,0.0
13.51,26.0,58.57,92.26
27.91,26.0,75.55,0.0
24.32,26.0,74.13,15.88
13.49,26.0,69.04,87.39
22.5,26.0,67.34,30.67
12.55,26.0,74.39,95.06
24.32,26.0,84.97,12.66
24.79,26.0,68.14,13.36
21.64,26.0,77.35,37.11
25.71,26.0,74.77,3.05
13.57,26.0,79.23,96.31
16.41,26.0,83.18,69.34
18.63,26.0,52.72,58.43
12.68,26.0,51.62,96.95
19.17,26.0,68.45,50.55
16.24,26.0,62.97,76.27
18.28,26.0,67.83,57.53
18.8,26.0,76.92,53.47
26.07,26.0,82.27,0.39
16.33,26.0,61.7,70.08
26.3,26.0,73.72,0.48
18.82,26.0,52.87,56.47
17.24,26.0,66.38,69.97
20.04,26.0,45.87,50.93
18.68,26.0,65.15,63.05
16.12,26.0,66.81,76.73
20.04,26.0,74.42,49.29
14.43,26.0,70.98,90.62
17.63,26.0,59.34,64.97
21.05,26.0,45.23,43.16
18.61,26.0,49.62,59.81
25.18,26.0,83.92,14.01
16.11,26.0,81.89,71.93
27.52,26.0,58.0,0.0
24.56,26.0,55.35,16.84
27.48,26.0,62.46,0.0
25.41,26.0,72.6,8.54
14.27,26.0,59.27,88.45
20.42,26.0,47.69,46.65
14.72,26.0,61.11,85.85
25.09,26.0,55.42,4.76
21.35,26.0,58.0,40.33
16.22,26.0,51.52,74.12
26.87,26.0,71.35,0.74
13.84,26.0,66.07,89.05
21.02,26.0,55.83,40.2
23.54,26.0,67.15,17.91
12.94,26.0,64.71,98.88
21.57,26.0,76.84,35.52
25.05,26.0,83.24,6.98
13.08,26.0,50.23,97.34
20.2,26.0,80.36,48.13
16.14,26.0,73.19,75.25
22.61,26.0,72.7,29.59
13.9,26.0,59.97,89.79
26.99,26.0,58.76,1.55
26.32,26.0,45.23,0.62
14.98,26.0,84.29,79.96
17.17,26.0,69.26,70.83
21.4,26.0,61.09,39.31
23.49,26.0,66.75,20.27
19.08,26.0,46.62,56.44
14.5,26.0,51.95,89.45
13.67,26.0,69.93,82.65
28.0,26.0,65.57,0.0
19.29,26.0,76.48,55.53
25.96,26.0,71.35,5.99
19.72,26.0,69.06,45.76
26.76,26.0,77.61,2.16
13.4,26.0,47.73,93.17
13.82,26.0,72.64,86.54
26.87,26.0,73.62,0.0
27.16,26.0,56.01,2.22
17.04,26.0,52.83,66.25
17.68,26.0,53.55,64.65
19.24,26.0,52.93,54.65
18.66,26.0,65.95,53.72
15.04,26.0,50.43,86.34
26.37,26.0,71.37,0.15
16.05,26.0,49.2,75.67
23.28,26.0,46.08,26.74
13.07,26.0,57.77,94.34
12.62,26.0,52.67,100.0
22.46,26.0,84.55,26.6
17.42,26.0,57.12,62.08
22.49,26.0,53.88,30.48
13.5,26.0,52.87,93.2
27.2,26.0,59.95,0.13
23.98,26.0,69.23,14.3
26.02,26.0,76.28,0.0
14.18,26.0,59.58,84.86
17.12,26.0,70.04,62.13
17.89,26.0,64.28,66.32
20.59,26.0,78.86,41.09
16.75,26.0,67.76,73.95
12.97,26.0,56.6,95.76
17.9,26.0,73.14,62.8
16.07,26.0,77.8,72.01
18.17,26.0,63.62,51.87
15.15,26.0,84.49,73.4
16.19,26.0,80.16,71.23
22.03,26.0,52.88,36.36
18.21,26.0,76.47,53.1
17.53,26.0,69.04,64.55
20.54,26.0,66.39,40.85
24.35,26.0,65.56,17.05
18.06,26.0,79.14,59.92
21.4,26.0,69.43,41.08
27.46,26.0,66.51,1.15
20.35,26.0,46.95,49.5
26.56,26.0,62.93,0.0
24.7,26.0,81.32,11.61
12.94,26.0,73.47,100.0
18.87,26.0,47.04,54.14
23.17,26.0,80.36,23.03
27.79,26.0,78.07,0.81
19.33,26.0,66.87,55.66
13.48,26.0,45.9,96.09
20.99,26.0,67.5,43.89
14.03,26.0,47.18,83.39
24.02,26.0,57.82,24.76
20.12,26.0,70.16,46.61
23.57,26.0,81.52,26.15
25.91,26.0,59.31,0.0
22.06,26.0,79.4,33.93
21.8,26.0,81.73,32.77
24.07,26.0,45.84,21.24
25.48,26.0,54.58,7.33
25.9,26.0,73.39,2.69
12.58,26.0,75.27,90.76
20.9,26.0,60.7,42.56
15.46,26.0,71.27,76.94
25.77,26.0,69.49,4.8
22.37,26.0,74.59,34.57
18.72,26.0,73.75,56.86
15.01,26.0,48.43,79.64
17.42,26.0,51.33,68.11
23.26,26.0,50.31,34.87
15.27,26.0,82.3,82.77
13.5,26.0,81.54,77.42
26.21,26.0,76.9,0.43
24.23,26.0,49.67,21.05
15.2,26.0,67.97,79.11
16.68,26.0,52.49,70.94
27.55,26.0,59.74,2.86
23.33,26.0,55.68,26.83
21.77,26.0,78.16,31.2
16.92,26.0,50.78,75.32
16.79,26.0,70.85,69.06
12.63,26.0,84.36,89.15
23.66,26.0,72.48,25.5
12.69,26.0,48.17,93.61
12.08,26.0,81.31,94.34
23.67,26.0,70.72,19.51
27.18,26.0,63.25,1.13
24.1,26.0,71.39,15.65
19.55,26.0,80.16,42.66
19.78,26.0,64.09,48.26
18.98,26.0,66.25,57.08
17.19,26.0,63.1,70.43
20.35,26.0,47.9,55.81
18.9,26.0,76.48,59.8
21.57,26.0,50.06,39.38
26.37,26.0,60.78,1.22
27.92,26.0,60.47,0.0
13.26,26.0,56.2,92.63
18.15,26.0,61.1,59.3
14.89,26.0,69.72,79.91
17.63,26.0,57.46,61.15
16.6,26.0,51.9,71.52
14.79,26.0,79.77,79.51
24.23,26.0,83.83,19.19
19.94,26.0,63.34,47.88
26.71,26.0,58.08,0.0
12.52,26.0,46.9,94.72
13.07,26.0,46.47,97.65
18.45,26.0,60.72,59.91
13.28,26.0,82.21,87.03
16.2,26.0,74.23,70.82
27.78,26.0,58.97,0.0
15.34,26.0,83.72,81.2
15.17,26.0,62.15,78.12
21.18,26.0,56.07,41.45
19.97,26.0,62.05,52.53
21.29,26.0,53.46,37.83
18.03,26.0,80.43,60.0
25.23,26.0,59.45,8.48
14.22,26.0,71.32,80.69
18.85,26.0,60.56,57.55
23.04,26.0,81.07,25.97
25.89,26.0,70.7,3.53
17.91,26.0,64.53,58.62
21.08,26.0,50.29,42.33
13.11,26.0,81.08,95.08
14.73,26.0,66.87,90.15
13.11,26.0,56.4,99.33
23.65,26.0,80.12,17.19
16.61,26.0,47.18,75.34
23.58,26.0,57.56,21.14
13.06,26.0,66.47,94.23
25.8,26.0,58.59,0.02
25.37,26.0,64.07,1.2
13.42,26.0,55.57,91.81
12.38,26.0,50.2,100.0
12.9,26.0,46.47,99.01
25.66,26.0,51.31,5.79
15.76,26.0,83.12,74.66
20.77,26.0,68.02,44.44
18.82,26.0,64.56,58.59
24.73,26.0,60.37,12.18
19.82,26.0,73.34,49.35
20.01,26.0,50.65,56.09
27.83,26.0,56.05,0.73
14.4,26.0,71.24,84.3
25.29,26.0,64.16,8.29
12.83,26.0,75.8,92.14
19.64,26.0,80.88,47.97
26.18,26.0,77.93,0.24
22.64,26.0,52.37,28.68
22.96,26.0,48.66,27.66
16.21,26.0,51.78,72.95
18.7,26.0,76.34,56.59
17.87,26.0,81.55,62.99
20.34,26.0,82.02,43.97
19.4,26.0,56.93,46.62
17.23,26.0,78.61,67.43
16.89,26.0,66.45,69.64
16.01,26.0,77.91,69.62
17.84,26.0,66.93,65.66
14.4,26.0,50.84,82.75
25.95,26.0,48.17,4.46
21.63,26.0,83.29,35.58
14.14,26.0,62.03,79.42
23.1,26.0,59.02,27.16
25.56,26.0,59.25,3.89
15.8,26.0,60.16,75.19
14.41,26.0,82.8,79.55
12.14,26.0,47.51,100.0
12.76,26.0,49.76,96.6
24.2,26.0,76.59,10.62
27.79,26.0,66.98,0.0
12.72,26.0,50.14,97.61
23.97,26.0,46.38,17.54
13.15,26.0,53.97,91.08
21.47,26.0,55.43,41.73
24.1,26.0,45.57,14.5
17.75,26.0,53.64,65.73
12.17,26.0,74.53,95.01
21.52,26.0,79.22,35.02
27.86,26.0,80.93,0.74
16.12,26.0,60.6,72.83
15.03,26.0,57.78,82.47
13.98,26.0,84.99,85.14
20.88,26.0,75.77,38.83
21.54,26.0,66.49,37.37
24.68,26.0,55.19,16.84
24.05,26.0,57.85,13.18
26.28,26.0,65.61,0.0
24.89,26.0,66.68,8.21
15.96,26.0,45.55,74.65
20.89,26.0,83.38,41.78
16.76,26.0,68.02,67.92
17.28,26.0,68.57,62.16
26.91,26.0,53.46,0.0
22.91,26.0,75.6,30.32
27.59,26.0,74.49,0.0
18.67,26.0,48.81,54.4
20.6,26.0,68.8,46.24
19.79,26.0,71.33,48.45
13.72,26.0,78.42,92.33
15.79,26.0,53.24,80.44
20.44,26.0,80.11,45.27
13.08,26.0,63.46,90.13
26.9,26.0,48.86,1.06
13.98,26.0,49.22,86.14
15.17,26.0,52.91,86.92
24.25,26.0,56.31,18.89
13.55,26.0,64.86,87.64
26.4,26.0,74.95,1.32
23.61,26.0,52.47,30.65
13.1,26.0,84.71,88.85
23.07,26.0,51.46,29.11
22.11,26.0,68.98,31.92
24.12,26.0,82.16,17.84
25.25,26.0,78.3,2.8
23.49,26.0,70.92,22.9
21.38,26.0,73.62,38.46
17.16,26.0,50.37,75.93
23.16,26.0,45.39,20.53
27.31,26.0,62.37,0.48
21.4,26.0,48.58,44.61
22.63,26.0,59.31,29.3
18.99,26.0,53.95,56.15
24.1,26.0,81.65,14.8
27.96,26.0,80.2,0.42
14.57,26.0,77.76,75.65
15.24,26.0,73.56,76.39
20.63,26.0,51.16,42.04
19.7,26.0,46.93,52.96
21.15,26.0,71.16,37.39
12.79,26.0,70.69,92.45
18.47,26.0,59.78,58.07
21.33,26.0,63.91,39.26
21.36,26.0,64.57,37.28
22.52,26.0,54.6,27.57
23.52,26.0,57.57,23.58
22.26,26.0,61.74,36.48
24.64,26.0,69.13,14.08
22.0,26.0,83.23,31.11
20.6,26.0,66.54,43.93
21.7,26.0,74.25,28.81
13.62,26.0,77.28,87.38
16.37,26.0,49.54,73.6
20.44,26.0,71.12,41.8
25.97,26.0,64.28,0.0
22.86,26.0,67.9,26.43
13.45,26.0,46.54,97.99
21.48,26.0,81.25,40.86
15.55,26.0,83.11,71.93
23.74,26.0,45.14,20.22
25.24,26.0,53.51,6.88
21.5,26.0,52.21,41.95
21.46,26.0,76.25,38.03
17.42,26.0,68.92,65.78
19.14,26.0,52.09,57.82
25.83,26.0,77.56,0.26
23.57,26.0,59.14,27.58
20.32,26.0,63.43,46.62
17.89,26.0,60.49,60.43
12.81,26.0,65.86,94.12
14.29,26.0,64.21,90.37
15.09,26.0,55.98,80.88
17.97,26.0,61.98,66.02
27.11,26.0,81.33,1.01
20.08,26.0,65.12,45.41
15.76,26.0,81.66,76.43
13.69,26.0,67.01,86.21
17.41,26.0,75.75,67.46
25.05,26.0,56.74,11.54
18.13,26.0,76.62,56.78
24.36,26.0,55.57,16.21
24.84,26.0,45.78,10.55
13.77,26.0,51.43,92.77
21.74,26.0,45.87,44.38
27.35,26.0,82.88,1.23
18.43,26.0,85.0,58.77
12.82,26.0,75.49,93.12
26.77,26.0,49.33,1.62
26.14,26.0,80.96,0.0
20.35,26.0,74.75,42.31
20.84,26.0,58.29,44.59
15.39,26.0,65.09,77.99
25.11,26.0,71.47,6.31
19.98,26.0,45.96,54.23
12.54,26.0,65.06,97.03
22.93,26.0,74.3,26.24
27.21,26.0,52.53,2.07
25.27,26.0,62.75,1.77
16.44,26.0,66.3,76.6
12.85,26.0,74.42,89.93
27.05,26.0,83.58,0.0
26.99,26.0,78.93,0.0
20.52,26.0,69.86,41.4
22.28,26.0,68.35,36.82
19.4,26.0,69.13,58.82
18.72,26.0,66.81,56.4
13.91,26.0,47.37,92.56
13.55,26.0,72.93,89.28
15.72,26.0,73.65,81.61
25.39,26.0,65.5,0.0
14.33,26.0,79.82,84.43
15.63,26.0,71.9,73.89
20.78,26.0,59.51,35.48
15.44,26.0,45.79,80.44
14.61,26.0,47.37,93.33
21.01,26.0,59.07,39.78
17.89,26.0,63.48,65.83
22.02,26.0,51.67,39.45
26.6,26.0,52.57,2.23
14.42,26.0,54.21,87.39
26.61,26.0,76.22,0.0
26.44,26.0,75.85,0.33
25.27,26.0,60.32,11.42
22.1,26.0,51.89,34.84
21.92,26.0,49.44,37.42
22.23,26.0,48.49,34.35
23.05,26.0,60.65,34.54
12.26,26.0,46.82,100.0
27.33,26.0,58.35,0.0
21.37,26.0,83.46,38.07
24.5,26.0,65.3,20.87
18.04,26.0,77.91,56.02
12.2,26.0,50.17,100.0
20.16,26.0,55.72,47.09
20.12,26.0,82.86,46.65
18.99,26.0,60.34,60.33
17.44,26.0,70.94,66.4
16.0,26.0,84.05,76.55
20.44,26.0,67.03,43.08
18.0,26.0,57.21,60.2
27.52,26.0,66.28,0.0
14.77,26.0,47.19,85.75
17.11,26.0,49.49,69.4
16.7,26.0,45.29,70.04
20.69,26.0,80.37,46.69
19.99,26.0,71.85,46.81
22.3,26.0,56.93,37.78
27.2,26.0,53.85,0.0
16.56,26.0,72.32,72.73
23.08,26.0,81.78,27.42
12.4,26.0,56.97,96.24
16.2,26.0,57.86,76.2
19.42,26.0,79.17,57.9
12.5,26.0,80.74,94.81
21.88,26.0,81.56,37.32
22.85,26.0,56.73,31.01
23.95,26.0,49.81,21.22
20.27,26.0,62.6,47.71
21.66,26.0,56.83,39.45
18.34,26.0,80.35,60.75
12.66,26.0,46.47,94.8
13.6,26.0,70.36,90.1
22.48,26.0,81.25,29.28
27.93,26.0,84.07,0.13
12.25,26.0,71.01,100.0
20.92,26.0,83.0,38.15
24.02,26.0,48.03,14.76
25.23,26.0,59.37,11.39
20.72,26.0,45.35,40.38
21.92,26.0,84.25,26.98
23.15,26.0,81.11,28.21
25.74,26.0,46.12,4.02
13.96,26.0,45.73,93.04
26.82,26.0,59.68,1.71
12.42,26.0,55.34,94.5
25.38,26.0,78.88,2.73
13.23,26.0,51.42,94.05
15.11,26.0,76.63,74.42
12.06,26.0,67.18,100.0
19.12,26.0,60.1,53.56
17.35,26.0,50.83,68.94
14.66,26.0,84.91,80.84
19.22,26.0,69.72,54.85
18.44,26.0,62.58,61.28
24.28,26.0,59.85,15.77
26.29,26.0,81.23,0.0
22.44,26.0,77.85,31.24
13.99,26.0,77.45,77.09
16.73,26.0,69.65,72.07
26.61,26.0,80.52,0.34
13.42,26.0,56.97,94.75
18.51,26.0,73.15,53.3
27.08,26.0,61.18,0.0
27.21,26.0,69.0,0.68
18.58,26.0,84.93,58.58
22.68,26.0,84.38,23.38
19.31,26.0,65.5,50.09
24.06,26.0,67.95,20.44
12.51,26.0,80.89,91.64
14.31,26.0,84.43,79.23
21.83,26.0,76.14,38.12
15.72,26.0,47.61,82.9
22.66,26.0,57.91,32.55
17.62,26.0,80.86,65.57
26.19,26.0,75.73,0.57
25.11,26.0,74.69,8.73
19.89,26.0,71.72,46.52
24.37,26.0,61.61,16.8
16.34,26.0,61.13,71.68
19.91,26.0,77.36,46.56
15.16,26.0,56.75,83.89
25.77,26.0,72.39,7.1
